fr12345,fr1345,fr2345,fr1245,fr1235,fr1234,fr234,fr345,fr125,fr123,fr145,fr134,fr235,fr135,fr124,fr245,fr25,fr15,fr45,fr24,fr14,fr23,fr34,fr13,fr35,fr12,fr5,fr1,fr4,fr3,fr2,br12345,br1345,br2345,br1245,br1235,br1234,br234,br345,br125,br123,br145,br134,br235,br135,br124,br245,br25,br15,br45,br24,br14,br23,br34,br13,br35,br12,br5,br1,br4,br3,br2
7.0,13.0,10.0,86.0,2.0,0.0,0.0,633.0,53.0,0.0,10.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,141.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
